f_indonesia_25_44_yrs, f_korea_south_85_yrs_ov, f_japan_5_14_yrs, f_greece_55_64_yrs, f_fiji_25_44_yrs, f_malta_45_54_yrs, f_hong_kong_tot, f_korea_south_65_74_yrs, f_malaysia_0_4_yrs, f_japan_15_24_yrs, f_japan_85_yrs_ov, f_india_25_44_yrs, f_hong_kong_15_24_yrs, f_malta_75_84_yrs, f_egypt_55_64_yrs, f_fiji_65_74_yrs, f_germany_55_64_yrs, f_india_55_64_yrs, f_hong_kong_55_64_yrs, f_italy_25_44_yrs, f_france_45_54_yrs, f_france_25_44_yrs, f_fiji_15_24_yrs, f_indonesia_tot, f_england_25_44_yrs, f_ireland_85_yrs_ov, f_greece_5_14_yrs, f_lebanon_5_14_yrs, f_croatia_85_yrs_ov, f_indonesia_85_yrs_ov, f_hong_kong_45_54_yrs, f_india_75_84_yrs, f_england_0_4_yrs, f_england_75_84_yrs, lga_code_2016, f_china_75_84_yrs, f_ireland_75_84_yrs, f_korea_south_0_4_yrs, f_egypt_75_84_yrs, f_egypt_85_yrs_ov, f_greece_65_74_yrs, f_croatia_5_14_yrs, f_lebanon_65_74_yrs, f_germany_45_54_yrs, f_china_15_24_yrs, f_malaysia_45_54_yrs, f_italy_tot, f_fiji_tot, f_malaysia_55_64_yrs, f_iraq_25_44_yrs, f_italy_75_84_yrs, f_england_65_74_yrs, f_lebanon_25_44_yrs, f_italy_65_74_yrs, f_china_55_64_yrs, f_italy_15_24_yrs, f_hong_kong_65_74_yrs, f_china_85_yrs_ov, f_egypt_65_74_yrs, f_indonesia_15_24_yrs, f_fiji_5_14_yrs, f_iraq_0_4_yrs, f_england_45_54_yrs, f_lebanon_15_24_yrs, f_fiji_45_54_yrs, f_china_65_74_yrs, f_germany_75_84_yrs, f_iraq_75_84_yrs, f_germany_65_74_yrs, f_france_5_14_yrs, f_iraq_45_54_yrs, f_ireland_65_74_yrs, f_croatia_25_44_yrs, f_egypt_5_14_yrs, f_china_45_54_yrs, f_india_0_4_yrs, f_england_5_14_yrs, f_lebanon_0_4_yrs, f_hong_kong_5_14_yrs, f_france_tot, f_iraq_85_yrs_ov, f_korea_south_25_44_yrs, f_india_5_14_yrs, f_germany_85_yrs_ov, f_indonesia_75_84_yrs, f_china_tot, f_indonesia_5_14_yrs, f_india_tot, f_china_0_4_yrs, f_iran_65_74_yrs, f_fiji_55_64_yrs, f_malta_15_24_yrs, f_indonesia_65_74_yrs, f_lebanon_55_64_yrs, f_malta_85_yrs_ov, f_japan_45_54_yrs, f_germany_0_4_yrs, f_malaysia_65_74_yrs, f_france_65_74_yrs, f_hong_kong_0_4_yrs, f_ireland_0_4_yrs, f_italy_85_yrs_ov, f_japan_55_64_yrs, f_korea_south_55_64_yrs, f_france_0_4_yrs, f_japan_tot, f_lebanon_75_84_yrs, f_egypt_25_44_yrs, f_greece_25_44_yrs, f_croatia_55_64_yrs, f_malta_5_14_yrs, f_iran_55_64_yrs, f_hong_kong_75_84_yrs, f_korea_south_tot, f_iraq_5_14_yrs, f_korea_south_45_54_yrs, f_lebanon_85_yrs_ov, f_greece_tot, f_japan_65_74_yrs, f_china_25_44_yrs, f_malta_65_74_yrs, f_korea_south_5_14_yrs, f_italy_5_14_yrs, f_greece_0_4_yrs, f_germany_5_14_yrs, f_germany_tot, f_greece_85_yrs_ov, f_germany_25_44_yrs, f_italy_45_54_yrs, f_japan_0_4_yrs, f_malta_55_64_yrs, f_iran_tot, f_ireland_5_14_yrs, f_malta_tot, f_iraq_tot, f_hong_kong_25_44_yrs, f_lebanon_45_54_yrs, f_egypt_0_4_yrs, f_italy_0_4_yrs, f_malta_25_44_yrs, f_indonesia_0_4_yrs, f_iran_0_4_yrs, f_croatia_65_74_yrs, f_iran_15_24_yrs, f_malaysia_25_44_yrs, f_india_45_54_yrs, f_ireland_45_54_yrs, f_germany_15_24_yrs, f_hong_kong_85_yrs_ov, f_malaysia_85_yrs_ov, f_japan_25_44_yrs, f_iraq_55_64_yrs, f_malaysia_tot, f_egypt_45_54_yrs, f_india_15_24_yrs, f_china_5_14_yrs, f_indonesia_55_64_yrs, f_france_85_yrs_ov, f_england_tot, f_croatia_15_24_yrs, f_croatia_tot, f_malta_0_4_yrs, f_malaysia_75_84_yrs, f_greece_45_54_yrs, f_egypt_tot, f_iran_5_14_yrs, f_england_85_yrs_ov, f_japan_75_84_yrs, f_ireland_tot, f_fiji_75_84_yrs, f_india_65_74_yrs, f_iraq_65_74_yrs, f_ireland_15_24_yrs, f_india_85_yrs_ov, f_ireland_25_44_yrs, lga_name_2016, f_iran_25_44_yrs, f_croatia_45_54_yrs, f_croatia_75_84_yrs, f_england_15_24_yrs, f_croatia_0_4_yrs, f_indonesia_45_54_yrs, f_france_75_84_yrs, f_france_55_64_yrs, f_korea_south_75_84_yrs, f_ireland_55_64_yrs, f_england_55_64_yrs, f_iran_85_yrs_ov, f_france_15_24_yrs, f_iraq_15_24_yrs, f_fiji_85_yrs_ov, f_greece_75_84_yrs, f_fiji_0_4_yrs, f_lebanon_tot, f_egypt_15_24_yrs, f_greece_15_24_yrs, f_iran_75_84_yrs, f_malaysia_15_24_yrs, f_malaysia_5_14_yrs, f_korea_south_15_24_yrs, f_iran_45_54_yrs, f_italy_55_64_yrs
32,0,35,61,18,3,132,0,0,12,3,159,26,4,19,4,45,53,21,32,25,48,0,61,582,14,6,0,4,0,20,28,46,209,"20910",28,24,0,15,13,105,0,7,80,165,51,381,35,54,0,99,348,11,91,114,5,11,9,39,0,0,0,599,5,8,46,56,0,92,21,7,24,11,0,237,9,338,0,18,137,0,30,14,41,3,1066,4,398,14,3,6,0,5,14,3,40,0,21,10,3,3,68,14,7,3,187,7,5,16,14,0,12,5,59,0,8,0,369,13,387,17,4,3,0,10,421,27,72,28,8,7,56,22,42,13,27,15,0,3,0,0,0,22,0,71,67,58,29,0,0,71,3,235,17,20,65,5,4,2815,0,90,0,10,39,112,0,124,3,290,0,36,0,12,16,102,"Bayside (C)",29,25,11,180,0,10,5,11,0,27,391,0,13,0,0,109,0,60,3,3,3,18,4,4,4,50
0,0,0,0,3,0,3,0,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,25,"21010",0,3,0,0,0,0,0,0,3,0,5,17,4,0,0,3,56,0,4,0,0,0,0,0,0,0,0,26,0,0,0,4,0,25,0,0,0,0,0,0,0,5,0,0,0,0,0,3,6,0,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,53,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,3,0,0,174,0,0,0,3,0,0,0,11,0,11,0,0,0,0,0,0,"Benalla (RC)",0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0,11,124,41,6,938,11,7,34,7,1040,101,5,23,9,35,120,173,48,27,75,3,433,479,17,13,3,14,3,186,35,40,177,"21110",179,21,0,12,9,245,0,13,38,1187,362,787,92,348,39,227,307,11,229,648,10,83,60,34,64,3,10,440,0,25,273,43,3,121,18,4,26,11,11,1214,45,222,0,70,176,0,201,115,36,11,6458,15,1805,62,23,14,0,30,16,7,68,3,227,11,9,0,122,17,18,3,289,3,18,20,24,0,25,37,409,8,74,3,888,26,2388,16,31,7,0,16,386,88,64,49,3,17,299,11,53,80,261,19,0,0,8,3,0,15,19,583,175,42,20,3,18,122,4,1854,17,144,455,43,0,2334,0,111,0,77,74,120,8,143,6,244,3,112,0,6,20,82,"Boroondara (C)",184,19,24,185,0,40,7,13,0,37,345,0,17,13,0,314,0,67,5,10,3,190,46,77,35,93
152,0,3,198,133,130,266,3,32,11,0,2419,34,473,103,35,48,278,31,46,10,7,18,222,114,3,12,3,63,0,23,56,6,92,"21180",52,12,0,56,20,359,0,27,23,112,50,1616,332,64,88,426,165,107,488,171,20,11,32,90,18,13,3,144,21,70,72,79,3,232,3,31,21,67,30,249,90,46,0,0,52,0,57,210,51,4,1294,7,3992,7,7,51,10,8,99,152,7,0,28,15,0,0,162,4,7,0,73,24,86,44,254,4,9,3,80,23,4,4,1152,0,558,896,3,15,0,3,483,94,26,135,0,579,194,13,2296,211,163,97,3,0,58,8,3,372,19,201,320,10,22,0,0,39,17,488,73,418,41,18,0,812,12,1188,0,4,85,504,34,39,0,89,9,171,9,3,29,19,"Brimbank (C)",107,162,270,20,0,22,7,4,0,15,186,0,3,25,0,346,0,376,32,10,8,47,62,6,15,337
0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,"21270",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"Buloke (S)",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,3,0,8,0,0,0,0,30,0,0,0,0,6,0,0,3,0,0,0,7,20,0,0,0,0,0,0,3,0,58,"21370",0,7,0,0,0,6,0,0,3,3,0,79,9,0,0,23,114,0,31,3,0,0,0,0,0,3,0,56,0,3,0,5,0,15,0,0,4,0,0,3,0,0,0,0,6,0,3,0,3,0,22,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,3,0,0,0,0,0,11,0,0,0,8,0,17,4,0,0,0,0,39,0,9,3,0,4,3,3,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,15,0,6,0,0,0,377,0,3,0,0,0,7,0,26,0,18,0,0,0,0,3,6,"Campaspe (S)",0,0,3,4,0,0,0,4,0,0,88,0,0,0,0,0,0,3,0,0,0,4,0,3,0,13
40,0,7,11,41,0,35,0,0,0,0,542,3,5,3,5,48,55,7,6,6,9,6,77,323,3,0,3,0,3,9,5,4,209,"21450",3,16,0,3,0,11,0,3,27,16,17,140,85,12,5,37,406,11,38,15,0,0,0,13,0,3,0,464,3,15,9,24,0,66,0,0,10,15,24,32,18,72,0,0,29,0,18,39,12,3,167,3,803,0,0,11,0,6,4,4,3,0,6,0,0,0,20,0,0,0,33,0,37,0,16,0,3,0,30,0,3,0,32,3,80,19,0,0,0,0,220,3,26,18,0,14,27,12,43,14,21,3,0,0,0,4,0,22,3,38,53,20,8,0,4,18,0,113,9,40,6,3,0,2076,3,78,0,6,6,109,0,85,0,103,0,36,0,0,6,32,"Cardinia (S)",12,19,12,104,0,12,3,14,0,8,414,0,0,0,0,6,0,21,12,0,0,11,10,5,3,30
237,3,9,85,466,14,237,4,5,7,0,5103,17,33,89,63,77,689,48,33,26,29,79,487,651,10,9,9,24,7,46,143,18,504,"21610",56,33,3,43,19,112,0,21,63,204,163,780,1009,153,142,166,806,117,245,313,8,9,17,71,34,28,0,915,16,214,135,81,10,139,6,46,54,119,56,439,92,192,0,11,96,3,125,603,40,7,2429,36,8673,21,5,136,0,25,72,5,7,0,54,14,3,3,64,3,7,0,81,9,156,40,140,0,24,3,223,30,38,4,389,3,1139,82,27,8,0,3,518,13,72,80,0,36,434,20,183,304,105,94,5,0,8,5,4,109,101,299,977,39,37,0,4,55,30,849,95,692,94,50,3,4344,13,597,0,18,48,592,82,214,0,283,29,321,16,3,47,54,"Casey (C)",161,131,67,181,0,78,3,16,0,58,875,0,6,19,7,75,0,347,60,11,0,89,68,19,41,172
0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,7,3,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,41,"21670",0,0,0,0,0,0,0,0,0,0,3,8,9,0,0,0,84,0,3,0,0,0,0,0,0,0,0,30,0,0,0,3,0,9,0,0,7,0,0,4,0,3,0,0,0,0,0,0,3,0,8,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,21,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,245,0,4,0,0,0,0,0,18,0,5,0,0,0,0,0,0,"Central Goldfields (S)",0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,5,4,0,0,0,0,0,0,19,0,0,0,0,4,7,0,0,0,3,0,3,27,0,0,0,0,0,0,0,0,40,"21750",0,0,0,0,0,3,0,0,5,5,0,28,3,0,0,8,61,0,14,6,0,0,0,0,0,0,0,32,0,0,0,5,0,11,0,0,0,0,0,6,4,4,0,0,7,0,0,6,3,0,37,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,20,3,0,0,0,0,40,0,9,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,6,0,12,0,0,3,0,0,250,0,4,0,0,0,3,0,17,0,9,0,0,0,0,0,3,"Colac-Otway (S)",0,0,3,0,0,3,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,3,17,0,0,0,0,0,0,0,0,29,"21830",0,3,0,0,0,0,0,0,7,4,0,3,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,131,0,5,0,0,0,0,0,5,0,8,0,0,0,0,0,3,"Corangamite (S)",0,0,0,0,0,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,3,349,37,9,179,7,3,20,3,1315,42,44,35,11,19,67,18,114,15,69,7,188,493,5,17,3,8,0,11,18,15,53,"21890",67,4,0,28,23,778,0,96,30,520,44,3344,100,68,82,1251,127,125,936,332,22,11,24,35,22,0,3,258,9,19,97,15,8,38,3,21,10,22,4,359,59,63,0,9,116,0,64,78,13,7,2603,3,1899,15,0,19,0,6,152,20,36,0,34,5,3,0,506,10,0,0,235,38,27,114,43,0,11,0,92,16,10,19,2461,6,1129,56,3,11,0,8,234,222,89,142,3,40,248,5,180,153,88,144,0,0,15,4,5,46,16,229,97,25,14,0,3,155,16,464,19,225,58,8,3,1286,3,201,0,7,161,184,17,46,0,204,10,38,3,3,11,124,"Darebin (C)",169,27,47,70,0,19,3,9,3,24,162,0,8,6,0,789,0,587,6,30,0,62,17,7,23,360
10,0,0,8,3,4,9,0,0,0,0,36,0,3,3,3,23,3,0,0,0,3,0,15,54,4,0,0,0,0,3,7,0,186,"22110",0,0,0,3,0,4,0,0,4,3,0,76,18,5,3,30,301,0,18,3,0,0,0,0,0,0,0,88,0,5,3,33,0,54,0,0,10,0,0,11,0,13,0,0,12,0,10,5,8,0,39,0,57,0,0,6,0,5,0,0,0,0,3,3,0,0,10,0,0,0,9,0,3,0,4,0,0,0,12,0,0,0,14,3,14,8,0,0,0,0,141,0,16,4,0,6,0,4,21,3,3,0,0,0,0,0,0,0,0,15,3,4,3,0,0,0,0,24,0,3,3,0,0,894,0,9,0,0,0,10,0,49,0,36,0,3,0,0,0,3,"East Gippsland (S)",0,0,0,15,0,3,0,3,0,8,196,0,0,0,0,3,0,0,0,0,0,3,0,0,0,12
49,0,4,36,65,6,88,0,0,0,0,433,31,11,17,6,68,77,12,24,14,10,20,102,510,13,11,0,6,3,9,24,10,536,"22170",11,30,0,13,8,57,0,3,59,84,37,262,161,54,4,43,783,16,71,69,0,11,5,27,7,4,0,709,0,39,17,52,0,106,5,3,49,33,3,79,9,117,0,0,54,0,35,69,26,0,540,9,836,4,0,11,0,5,12,4,12,0,16,6,0,0,21,3,0,0,57,3,8,12,26,0,7,0,41,0,3,0,221,3,237,11,0,3,0,8,381,17,46,25,3,10,29,8,47,12,31,23,0,0,0,0,0,27,0,63,106,26,20,0,0,35,0,199,14,58,28,13,3,3835,3,151,0,0,22,89,0,246,0,211,5,47,3,3,12,55,"Frankston (C)",15,37,20,132,0,23,8,10,0,40,788,0,0,0,3,62,0,58,3,5,0,16,8,0,5,65
0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"22250",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,20,0,5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,84,0,4,0,0,0,0,0,3,0,3,0,3,0,0,0,3,"Gannawarra (S)",0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,4,16,0,28,0,0,0,0,375,5,0,0,0,13,37,0,6,0,0,4,21,60,0,0,0,0,0,0,3,0,60,"22830",0,7,0,0,0,26,0,0,4,13,13,425,21,14,126,126,113,0,130,4,0,0,0,0,0,4,3,54,0,0,8,8,0,22,0,36,4,0,5,16,13,9,0,0,8,0,11,37,3,3,84,0,565,0,0,0,0,0,0,0,0,0,3,0,0,0,71,0,0,0,6,0,0,3,4,0,0,0,17,11,0,0,84,0,41,6,0,0,0,0,61,8,12,19,0,0,55,4,4,226,20,0,0,0,0,0,3,9,10,67,41,6,3,0,0,7,5,105,0,39,5,0,0,440,0,12,0,0,3,12,23,23,0,33,0,14,4,0,0,9,"Greater Shepparton (C)",20,3,0,14,0,0,0,3,0,3,107,0,0,43,0,33,0,6,0,3,0,11,3,0,0,72
0,0,0,0,0,0,3,0,0,0,0,6,0,3,3,0,4,3,0,4,0,7,0,6,30,0,0,0,0,0,0,3,0,53,"22910",0,0,0,0,4,5,0,0,3,0,3,20,0,3,0,8,88,0,5,0,0,0,0,0,0,0,0,54,0,0,3,15,0,22,0,0,3,0,0,0,0,7,0,0,14,0,0,0,9,3,10,0,24,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,6,0,4,6,0,0,0,0,63,3,11,0,0,3,0,0,16,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,341,0,16,0,0,0,7,0,19,0,15,0,4,0,0,0,3,"Hepburn (S)",0,3,7,8,0,0,0,3,0,4,85,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,"22980",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,"Hindmarsh (S)",0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,3,93,25,30,80,0,4,4,0,722,7,162,17,4,20,47,12,32,8,35,0,154,342,15,0,3,16,0,14,19,15,137,"23110",21,22,0,10,5,178,3,46,29,53,34,788,66,32,20,265,236,196,193,78,8,4,3,22,7,7,0,278,32,18,27,38,0,91,0,8,17,23,5,96,37,72,3,0,62,0,29,73,18,3,611,13,1097,6,0,11,4,6,81,40,19,4,14,3,0,0,118,3,3,0,102,21,12,15,48,0,4,0,50,0,4,8,560,3,311,226,4,6,0,6,265,59,50,47,3,134,72,10,613,27,43,78,3,0,14,0,0,81,3,117,69,24,5,0,0,63,3,215,8,86,12,7,0,1459,3,283,0,3,50,80,7,66,3,204,4,36,0,9,3,86,"Hobsons Bay (C)",48,33,72,30,0,21,8,7,0,26,282,0,4,0,0,163,0,464,0,3,0,3,16,6,11,117
0,0,0,0,0,0,3,0,0,0,0,40,0,0,0,0,4,3,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,14,"23190",0,0,0,0,0,3,0,0,0,0,0,34,4,0,0,14,37,0,6,0,0,0,0,0,0,0,0,15,0,3,0,0,0,9,0,0,0,0,0,4,4,10,0,0,0,0,3,6,0,0,17,0,54,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,5,0,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,3,0,6,0,3,0,0,0,137,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,"Horsham (RC)",0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3
91,0,4,87,210,45,84,0,5,0,4,2630,9,89,93,40,41,262,15,44,17,11,35,150,198,10,10,43,11,0,16,65,0,178,"23270",14,9,0,56,9,187,0,119,29,24,41,1542,483,43,2318,317,294,609,476,56,15,0,4,91,9,16,28,302,112,93,31,32,124,105,3,844,11,22,24,93,76,64,20,3,53,32,32,205,30,3,445,16,4012,4,20,75,4,0,246,30,11,0,19,6,0,0,108,0,0,0,51,47,85,38,97,0,21,0,47,405,5,16,563,0,207,227,0,4,0,4,301,30,42,173,3,163,353,9,591,5275,37,443,6,0,24,0,10,103,54,99,313,23,14,0,3,25,507,255,67,292,14,11,3,1443,0,344,0,8,54,472,57,71,0,130,13,144,239,7,24,35,"Hume (C)",153,52,51,42,0,17,7,9,0,24,307,0,4,779,4,122,0,1651,35,32,11,25,13,5,38,404
3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,15,0,0,0,0,3,0,7,30,0,0,0,0,0,0,0,0,31,"23350",0,3,0,0,0,0,0,0,13,0,0,13,4,0,0,3,58,0,5,0,0,0,0,0,0,0,0,41,0,0,0,8,0,14,3,0,0,0,0,0,0,6,0,0,10,0,0,5,4,0,5,0,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,61,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,248,0,4,0,0,0,0,0,16,0,7,0,3,0,0,0,0,"Indigo (S)",0,0,3,0,0,0,0,0,0,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
98,0,18,249,69,5,194,3,3,21,3,1218,17,24,59,16,29,231,53,37,21,44,9,183,610,5,41,0,3,4,25,99,29,302,"23430",73,30,0,31,20,492,0,17,59,372,60,788,191,60,23,207,489,29,259,275,15,18,18,62,25,0,0,584,6,56,96,65,0,90,3,15,47,20,3,351,39,182,0,3,101,0,99,84,34,3,2278,6,2378,21,0,44,0,12,41,10,58,10,42,8,0,4,77,16,6,0,228,14,22,73,34,0,7,3,157,0,20,3,1554,7,990,28,0,4,3,3,385,95,77,48,3,17,87,25,91,48,76,35,0,0,3,0,0,62,7,149,326,53,17,0,3,105,3,373,21,196,93,18,3,2999,3,188,0,13,143,232,4,172,0,300,7,166,3,8,24,105,"Kingston (C) (Vic.)",59,19,40,166,0,16,7,8,0,25,460,3,12,6,0,416,0,145,9,42,0,26,8,24,7,136
173,0,15,66,48,9,695,6,19,11,0,927,63,16,66,13,64,222,158,17,14,12,10,337,331,9,3,3,4,0,139,70,6,421,"23670",83,32,3,21,8,91,0,6,43,255,327,520,135,352,21,119,687,14,141,384,3,45,36,51,30,5,0,514,3,32,152,160,3,169,0,9,35,4,10,547,12,69,0,27,51,0,152,92,96,9,3356,11,1950,25,13,24,0,28,36,3,21,0,168,12,13,0,39,10,22,0,99,8,50,17,36,0,30,6,305,4,55,0,278,3,1733,34,29,0,0,9,614,10,57,60,0,30,286,7,91,65,248,26,0,0,3,0,3,34,30,538,329,33,24,3,16,43,9,1741,51,171,147,32,5,2889,0,123,0,67,32,269,18,186,3,204,6,112,8,6,16,29,"Knox (C)",154,20,23,89,0,54,6,9,3,47,593,0,0,13,0,49,0,91,8,0,3,165,96,37,37,122
8,0,0,10,8,3,17,0,3,0,3,79,0,39,5,0,34,9,4,0,3,0,3,23,55,3,0,0,3,0,3,3,7,210,"23810",4,10,0,4,0,12,0,0,14,27,13,313,14,7,0,101,304,0,82,11,0,0,0,0,0,0,0,144,0,4,10,47,0,116,0,0,6,3,5,25,6,11,0,5,20,0,9,13,26,3,139,0,137,0,0,3,0,3,3,10,4,0,8,3,0,0,47,0,5,0,11,0,3,5,3,0,0,0,13,0,0,0,49,3,60,65,0,0,0,3,241,3,13,14,0,39,6,0,156,7,5,3,0,0,3,0,0,13,0,18,12,5,3,0,0,3,0,55,0,7,7,4,0,1067,0,35,0,0,3,13,0,91,0,49,0,5,0,0,3,4,"Latrobe (C) (Vic.)",6,10,5,10,0,7,4,4,0,12,239,0,0,0,0,17,0,5,0,0,0,6,5,0,0,68
0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,"23940",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,17,0,0,3,5,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,0,16,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,95,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"Loddon (S)",0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,3,9,7,0,0,0,0,18,0,3,3,4,25,5,0,0,3,0,0,7,143,7,0,0,0,0,0,3,0,106,"24130",0,6,0,0,0,0,0,0,19,5,4,87,6,7,0,9,210,0,31,3,0,0,0,5,0,0,0,202,0,3,4,14,0,52,0,0,9,0,0,8,3,34,0,0,9,0,5,0,16,0,55,0,57,0,0,0,0,0,0,0,5,0,7,3,0,0,6,0,0,0,12,0,0,3,13,0,0,0,6,0,0,0,17,0,20,15,0,0,0,0,148,0,19,13,0,41,3,3,72,3,0,3,0,0,5,0,0,4,0,3,6,10,3,0,0,4,0,19,0,0,3,0,0,957,0,36,0,0,0,15,0,30,0,61,0,9,0,3,0,11,"Macedon Ranges (S)",3,4,7,25,0,0,0,4,0,13,200,0,0,0,0,3,0,4,0,0,0,0,0,0,0,33
