amenity,name,id,lon,lat
community_centre,Robe Rsl,7106451091,139.7613206,-37.1646782
community_centre,Millicent Community Centre,7108927777,140.3543437,-37.595136600000004
community_centre,Wandella Hall,7117256648,149.8478749,-36.3262018
community_centre,Twelve 25 Youth Centre,7173611140,138.6475582,-34.7623765
community_centre,Drouin Rsl Sub-Branch,7202267690,145.8537186,-38.1337273
community_centre,Strabane Hall,7257794354,145.1125133,-37.8075982
community_centre,Alevi Community Centre,7264761478,144.9612235,-37.7279215
community_centre,Camp Hill Guides,7358029519,153.0752065,-27.4852359
community_centre,Yanchep Community Men'S Shed,7478118095,115.6415172,-31.5449423
community_centre,Stratford Community Hall,7516183562,145.7324183,-16.8758684
community_centre,Freshwater Qld Country Women'S Association Hall,7516183570,145.7102031,-16.8814925
community_centre,Scullin Traders,7536747469,149.0405912,-35.2337001
community_centre,Sunshine Coast Environment Council,7546356765,152.9604811,-26.6267011
community_centre,Rsl,7555698071,138.000555,-33.0196366
community_centre,Braybrook Community Hub,7555815484,144.8539793,-37.7864567
community_centre,Dalyellup Community Centre,7607737530,115.6247546,-33.3992446
community_centre,Karingal Neighbourhood Centre,7690283962,117.67206,-23.198451
community_centre,Pug Men'S Shed,7743010968,151.1779086,-33.8754374
community_centre,Community Garden,7774494985,128.7357969,-15.7759785
community_centre,Harkaway Public Hall,7797709989,145.3434646,-38.0001563
community_centre,Harold Park Community Hall,7800301424,151.1785127,-33.8761646
community_centre,Mount Eliza Men'S Shed,7863904423,145.0934417,-38.1785772
community_centre,Broadmeadows Women'S Community House,7880515493,144.92878,-37.6913988
community_centre,Broadmeadows Community Hub,7880515494,144.9262168,-37.6905356
community_centre,Cargo Community Centre,7889114154,148.8088781,-33.4232999
community_centre,Russian Community Centre,7926963757,138.640631,-34.9205559
community_centre,Jamestown Memorial Hall,8019782286,138.6038342,-33.2056483
community_centre,Men'S Shed,8019827285,138.6050163,-33.2084983
community_centre,Town Hall,8019950985,138.612713,-33.8340056
community_centre,Senior Citizens Centre,8071912039,145.2321401,-36.4408795
community_centre,Anzac House Veteran Central,8147945065,115.8629355,-31.956597
community_centre,West Australian Catholic Migrant And Refugee Office,8147952008,115.8653666,-31.9555156
community_centre,Centrecare,8147997301,115.8654175,-31.9554276
