p_iran_tot, p_ireland_65_74_yrs, p_korea_south_5_14_yrs, p_nthern_ireland_25_44_yrs, p_hong_kong_5_14_yrs, p_italy_75_84_yrs, p_italy_0_4_yrs, p_iraq_0_4_yrs, p_iraq_75_84_yrs, p_myanmar_25_44_yrs, p_japan_65_74_yrs, p_pakistan_0_4_yrs, p_myanmar_0_4_yrs, p_myanmar_75_84_yrs, p_new_zealand_0_4_yrs, p_india_55_64_yrs, p_nepal_45_54_yrs, p_myanmar_55_64_yrs, p_japan_45_54_yrs, p_iran_25_44_yrs, p_greece_5_14_yrs, p_netherlands_0_4_yrs, p_myanmar_45_54_yrs, p_ireland_55_64_yrs, p_malaysia_tot, p_nthern_ireland_5_14_yrs, p_malta_85_yrs_ov, p_malta_65_74_yrs, p_myanmar_65_74_yrs, p_iraq_55_64_yrs, p_hong_kong_85_yrs_ov, lga_code_2016, p_myanmar_5_14_yrs, p_korea_south_0_4_yrs, p_indonesia_85_yrs_ov, p_netherlands_5_14_yrs, p_malta_15_24_yrs, p_myanmar_15_24_yrs, p_korea_south_15_24_yrs, p_malta_55_64_yrs, p_lebanon_75_84_yrs, p_iraq_tot, p_italy_25_44_yrs, p_korea_south_tot, p_ireland_0_4_yrs, p_lebanon_0_4_yrs, p_nthern_ireland_75_84_yrs, p_mauritius_tot, p_nthern_ireland_0_4_yrs, p_iraq_15_24_yrs, p_indonesia_75_84_yrs, p_nepal_55_64_yrs, p_ireland_85_yrs_ov, p_netherlands_75_84_yrs, p_pakistan_55_64_yrs, p_iran_65_74_yrs, p_iran_75_84_yrs, p_india_45_54_yrs, p_malaysia_25_44_yrs, p_hong_kong_15_24_yrs, p_pakistan_15_24_yrs, p_greece_tot, p_india_65_74_yrs, p_ireland_75_84_yrs, p_hong_kong_45_54_yrs, p_mauritius_25_44_yrs, p_malta_25_44_yrs, p_nepal_15_24_yrs, p_india_75_84_yrs, p_hong_kong_0_4_yrs, p_myanmar_tot, p_greece_65_74_yrs, p_hong_kong_tot, p_malaysia_45_54_yrs, p_iran_5_14_yrs, p_iran_45_54_yrs, p_mauritius_85_yrs_ov, p_nepal_5_14_yrs, p_nepal_65_74_yrs, p_japan_tot, p_new_zealand_25_44_yrs, p_hong_kong_25_44_yrs, p_iran_0_4_yrs, p_iran_85_yrs_ov, p_japan_55_64_yrs, p_indonesia_65_74_yrs, p_japan_0_4_yrs, p_india_0_4_yrs, p_ireland_15_24_yrs, p_japan_5_14_yrs, p_mauritius_75_84_yrs, p_pakistan_tot, p_nepal_0_4_yrs, p_netherlands_tot, p_iran_15_24_yrs, p_korea_south_45_54_yrs, p_nthern_ireland_15_24_yrs, p_iraq_25_44_yrs, p_indonesia_5_14_yrs, p_myanmar_85_yrs_ov, p_pakistan_45_54_yrs, p_korea_south_85_yrs_ov, p_new_zealand_45_54_yrs, p_indonesia_0_4_yrs, p_indonesia_25_44_yrs, p_lebanon_15_24_yrs, p_netherlands_15_24_yrs, p_pakistan_25_44_yrs, p_greece_25_44_yrs, p_nthern_ireland_85_yrs_ov, p_nepal_85_yrs_ov, p_nthern_ireland_65_74_yrs, p_indonesia_15_24_yrs, p_lebanon_85_yrs_ov, p_ireland_45_54_yrs, p_mauritius_5_14_yrs, p_mauritius_0_4_yrs, p_netherlands_65_74_yrs, p_korea_south_25_44_yrs, p_nepal_75_84_yrs, p_japan_15_24_yrs, p_iraq_85_yrs_ov, p_iraq_5_14_yrs, p_hong_kong_75_84_yrs, p_new_zealand_55_64_yrs, p_ireland_25_44_yrs, p_indonesia_45_54_yrs, p_mauritius_55_64_yrs, p_malta_75_84_yrs, p_new_zealand_75_84_yrs, p_malaysia_5_14_yrs, p_new_zealand_tot, p_india_5_14_yrs, p_indonesia_55_64_yrs, p_malaysia_0_4_yrs, p_greece_75_84_yrs, p_india_85_yrs_ov, p_new_zealand_5_14_yrs, p_italy_85_yrs_ov, p_malaysia_65_74_yrs, p_netherlands_85_yrs_ov, p_nthern_ireland_45_54_yrs, p_korea_south_55_64_yrs, p_iraq_45_54_yrs, p_greece_55_64_yrs, p_japan_25_44_yrs, p_malta_tot, p_malaysia_15_24_yrs, p_malaysia_75_84_yrs, p_new_zealand_65_74_yrs, p_malta_5_14_yrs, p_nthern_ireland_55_64_yrs, p_italy_65_74_yrs, p_netherlands_45_54_yrs, p_indonesia_tot, p_iran_55_64_yrs, p_pakistan_85_yrs_ov, p_italy_5_14_yrs, p_lebanon_5_14_yrs, p_mauritius_65_74_yrs, p_india_15_24_yrs, p_italy_15_24_yrs, p_greece_45_54_yrs, p_korea_south_65_74_yrs, p_greece_15_24_yrs, p_greece_85_yrs_ov, p_greece_0_4_yrs, p_nepal_25_44_yrs, p_new_zealand_15_24_yrs, p_malta_0_4_yrs, p_lebanon_65_74_yrs, p_lebanon_tot, p_malaysia_55_64_yrs, p_iraq_65_74_yrs, p_italy_45_54_yrs, p_korea_south_75_84_yrs, lga_name_2016, p_japan_85_yrs_ov, p_india_tot, p_nepal_tot, p_malaysia_85_yrs_ov, p_japan_75_84_yrs, p_lebanon_45_54_yrs, p_pakistan_5_14_yrs, p_hong_kong_55_64_yrs, p_italy_tot, p_pakistan_65_74_yrs, p_lebanon_55_64_yrs, p_ireland_5_14_yrs, p_lebanon_25_44_yrs, p_new_zealand_85_yrs_ov, p_nthern_ireland_tot, p_mauritius_15_24_yrs, p_netherlands_55_64_yrs, p_netherlands_25_44_yrs, p_hong_kong_65_74_yrs, p_mauritius_45_54_yrs, p_pakistan_75_84_yrs, p_ireland_tot, p_india_25_44_yrs, p_italy_55_64_yrs, p_malta_45_54_yrs
1601,51,220,21,63,176,0,0,4,45,27,11,0,13,10,513,44,29,112,803,4,0,28,58,1774,3,8,32,13,7,31,"14000",0,15,9,16,0,4,283,32,101,60,41,2671,4,0,17,129,0,3,26,17,13,51,45,117,46,938,453,240,53,119,263,37,422,42,7,165,143,13,138,39,2350,297,86,241,3,34,10,527,538,571,20,22,52,69,19,82,12,53,11,453,10,383,79,554,3,19,28,0,89,18,468,0,263,10,28,190,3,7,0,9,57,26,99,8,0,84,1066,0,38,0,0,59,388,109,113,33,12,101,104,2146,400,95,10,36,56,143,86,257,41,25,322,10,22,199,93,162,88,228,0,24,173,70,651,190,3,6,0,3,396,4,7,146,0,4,0,624,229,0,117,588,378,9,56,56,"Hornsby (A)",4,5398,905,12,14,120,35,721,705,17,121,29,84,44,105,3,46,48,238,34,7,403,2607,154,8
56,9,3,0,5,48,0,0,0,0,4,0,0,3,0,14,0,0,5,26,0,0,0,14,84,0,0,3,3,0,0,"14100",0,0,0,3,0,0,3,3,0,7,8,80,0,0,3,6,0,0,3,0,7,0,0,3,6,23,28,11,0,87,8,3,24,3,3,3,6,0,10,17,132,17,0,10,0,0,0,42,53,34,0,3,6,8,0,0,6,4,0,4,0,37,0,17,0,0,0,0,0,3,45,0,13,0,0,3,3,0,0,0,0,0,17,0,0,17,20,0,7,0,0,3,48,17,13,4,3,12,0,210,0,3,0,27,4,6,21,17,0,3,10,0,22,14,12,0,4,32,0,0,65,0,37,12,0,4,0,0,0,0,3,14,0,5,0,4,6,0,7,46,15,0,11,5,"Hunters Hill (A)",0,110,5,0,3,16,0,31,174,0,12,3,9,3,9,0,3,11,24,0,0,83,48,22,0
314,90,33,78,28,922,9,0,0,57,21,0,0,12,25,117,44,31,128,214,14,7,23,115,1010,0,22,84,16,15,9,"14170",0,4,3,23,3,12,72,54,155,99,482,809,8,4,7,153,0,12,26,21,11,17,4,14,8,198,492,93,16,2694,77,33,121,46,9,595,43,6,150,729,951,131,3,37,3,56,9,596,1797,430,0,4,35,61,10,79,30,21,14,132,11,333,14,104,3,43,23,3,17,34,930,3,488,16,17,84,105,0,0,26,99,83,241,3,0,61,412,0,43,0,6,23,700,810,101,30,66,68,17,4160,113,96,3,1076,17,77,455,99,3,47,65,20,270,328,252,91,19,290,0,19,634,52,910,26,0,30,10,18,178,77,157,35,26,315,3,1610,250,0,249,1066,149,0,245,55,"Inner West (A)",3,2337,2341,15,7,171,3,153,3222,0,244,19,142,21,187,9,33,132,78,27,0,1350,1513,371,15
0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,"14200",0,0,0,0,0,0,6,3,0,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,27,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,20,0,0,0,0,0,14,3,0,0,0,3,0,94,3,0,0,0,0,3,3,0,0,0,0,0,0,7,3,0,0,17,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,"Inverell (A)",0,28,0,0,0,0,0,0,24,0,0,0,0,3,3,0,3,0,0,0,0,14,13,0,0
10,14,0,4,6,19,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,15,18,3,0,14,0,0,0,"14400",0,0,0,0,0,0,0,3,0,0,3,11,0,0,9,4,0,0,0,0,4,10,0,0,3,6,3,0,0,24,6,7,3,0,0,0,0,3,3,4,20,3,0,0,0,0,0,12,100,3,0,0,3,0,0,0,0,3,0,0,0,65,0,0,0,0,3,0,0,0,60,0,6,0,3,0,0,0,0,16,0,0,11,0,0,31,9,0,3,0,0,3,58,24,3,3,8,12,0,317,0,3,0,6,0,19,7,5,0,3,0,0,7,3,29,0,0,35,0,13,23,3,16,3,0,0,0,0,0,3,0,0,0,3,0,0,15,0,0,3,3,0,10,0,"Kiama (A)",0,31,0,0,0,0,0,5,93,0,0,4,0,3,43,0,14,7,3,0,0,84,12,24,4
1135,52,191,16,198,92,0,0,0,9,61,0,0,16,13,260,7,6,161,511,0,3,25,55,1429,0,4,5,11,8,19,"14500",0,23,12,44,0,0,278,11,11,32,29,2481,0,0,13,60,0,0,29,3,8,51,35,92,33,402,427,282,3,104,183,21,490,13,0,25,94,41,72,24,2956,286,51,230,5,3,6,786,381,857,12,13,105,71,17,31,13,85,3,144,0,372,38,533,0,14,10,10,23,7,544,0,219,6,28,59,9,3,0,18,40,4,116,0,0,67,940,0,76,0,0,106,382,101,83,12,0,154,58,2237,78,64,3,28,42,172,51,206,19,28,285,9,17,252,37,104,73,243,0,11,86,70,526,170,0,3,0,15,98,7,15,156,0,3,0,50,291,0,29,143,254,3,46,60,"Ku-ring-gai (A)",5,2004,92,18,30,40,6,648,377,12,35,37,19,56,98,0,37,42,326,8,3,407,817,61,3
0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"14550",0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,16,3,0,0,0,4,0,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,52,3,0,0,0,8,0,136,0,3,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,26,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"Kyogle (A)",0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,10,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,"Lachlan (A)",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0
58,50,13,8,10,115,0,0,0,23,4,0,0,4,23,61,4,3,9,35,0,0,8,35,306,3,6,64,0,11,3,"14650",0,0,3,12,0,7,34,25,3,27,16,182,7,0,14,42,0,0,8,0,7,98,3,3,5,69,86,12,0,138,53,34,24,6,3,4,35,0,43,58,116,66,4,6,0,3,0,82,666,24,0,0,7,17,3,7,16,9,3,83,0,527,3,15,0,13,10,3,7,3,449,0,48,0,0,51,6,8,0,38,27,0,45,0,0,217,102,0,8,0,4,3,381,98,22,11,8,147,4,2266,37,15,0,38,10,88,51,46,52,20,12,0,22,28,115,13,17,292,0,14,121,30,155,4,0,4,0,9,38,10,9,5,0,14,0,19,152,0,6,43,69,0,31,3,"Lake Macquarie (C)",3,668,27,0,8,11,13,37,415,12,10,33,8,68,114,0,69,32,6,4,0,321,349,73,10
398,17,20,7,33,32,0,0,0,5,24,5,0,0,17,42,3,0,59,241,0,0,4,19,484,0,0,3,5,3,0,"14700",0,8,8,8,0,0,13,6,8,7,59,312,0,0,0,21,0,0,0,0,0,11,4,28,6,74,198,39,3,68,28,12,84,11,7,80,16,3,14,19,514,84,0,46,0,7,0,359,261,188,6,0,23,20,7,20,11,24,0,63,0,84,12,38,0,0,3,0,10,0,158,0,78,0,3,40,3,0,0,14,15,7,46,0,0,11,201,0,24,0,0,17,121,134,14,7,0,27,13,757,48,19,0,23,9,26,20,53,4,9,19,3,17,189,19,25,19,79,0,9,29,17,158,46,0,4,0,0,24,5,8,10,0,5,0,218,62,0,15,61,91,0,16,4,"Lane Cove (A)",0,856,309,7,3,20,5,92,192,3,5,15,13,12,34,0,6,17,56,5,0,238,602,23,0
3,0,0,0,0,61,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,"14750",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,4,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,27,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,3,3,108,0,0,0,0,0,10,25,0,0,0,0,0,0,6,0,3,0,12,0,0,69,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,7,0,"Leeton (A)",0,88,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,61,20,0
12,7,0,3,0,60,0,0,0,0,0,0,0,0,0,9,0,0,13,8,0,0,0,8,49,0,0,3,0,4,0,"14850",0,0,0,0,0,0,3,3,0,4,10,28,0,0,3,5,0,0,3,0,3,17,4,0,0,15,8,0,0,5,15,3,7,0,0,0,6,0,3,3,19,14,0,0,0,0,0,42,104,0,0,0,4,0,0,0,0,0,0,26,0,116,0,0,0,0,0,0,0,0,134,0,27,0,4,15,0,4,0,8,3,0,12,0,0,37,19,0,3,0,0,0,158,14,0,0,0,12,0,528,3,3,0,3,0,12,46,0,3,3,6,0,0,15,7,9,4,63,0,4,29,17,47,0,0,0,0,0,10,4,0,0,0,0,0,3,36,0,0,3,13,0,4,0,"Lismore (C)",0,108,3,0,0,0,4,3,172,0,0,3,0,3,25,0,30,17,4,0,0,51,50,17,0
12,11,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,25,0,0,7,0,0,0,"14870",0,0,0,0,0,0,3,4,0,19,5,6,0,0,4,8,0,0,0,0,0,20,0,0,0,5,8,3,0,13,5,6,9,0,0,0,3,0,0,5,16,11,0,5,0,0,0,3,53,4,0,0,0,3,0,0,0,0,0,3,0,57,3,0,0,13,3,0,0,0,43,0,4,4,0,0,0,0,0,0,0,0,4,0,0,21,6,0,0,0,0,0,47,8,7,4,0,6,0,208,0,3,0,3,0,13,5,0,5,4,0,3,3,0,12,3,3,38,0,4,14,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,0,19,3,0,3,0,"Lithgow (C)",0,63,0,0,0,8,0,8,52,0,3,0,3,0,11,0,16,0,0,0,0,31,35,17,0
932,24,0,8,3,641,3,63,214,54,4,17,3,0,87,457,23,26,16,400,17,0,37,29,588,3,21,296,7,1100,4,"14900",3,3,5,4,4,23,11,169,125,9885,133,196,3,22,15,427,0,1440,22,15,6,25,91,53,22,923,194,35,174,937,185,20,52,85,16,35,68,0,150,249,343,100,50,145,23,16,9,87,1300,139,4,3,5,76,0,84,6,13,39,1310,0,151,108,20,5,4037,36,3,231,0,421,7,415,177,4,610,88,5,0,25,69,29,36,4,0,35,113,0,3,78,769,3,285,43,142,96,127,25,34,3414,389,91,3,212,35,444,317,70,21,15,17,1609,168,46,685,54,15,104,0,28,775,12,861,142,0,9,78,89,411,30,121,20,37,38,0,336,740,0,387,4169,108,570,296,8,"Liverpool (C)",3,5265,438,11,3,1008,159,85,2682,20,746,27,1607,11,92,14,29,19,23,80,8,200,2719,479,46
0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,"14920",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,3,0,0,0,0,0,8,0,0,0,0,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,"Liverpool Plains (A)",0,13,3,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,3,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,"14950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,"Lockhart (A)",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
6,15,0,7,0,14,0,0,0,0,0,0,0,0,15,21,0,0,5,7,0,0,0,11,88,0,0,11,0,0,0,"15050",0,0,3,0,0,0,3,4,0,14,4,41,3,0,9,3,0,0,0,0,4,27,7,0,0,48,32,3,8,28,16,15,9,0,3,0,9,0,3,13,42,28,0,0,0,0,0,12,278,9,0,0,4,6,0,4,0,0,0,58,0,118,0,0,0,3,3,0,17,0,159,0,16,0,0,18,0,0,0,4,3,0,10,0,0,47,33,0,3,0,3,0,126,28,6,0,7,20,4,782,39,3,3,3,0,46,10,0,6,7,3,0,4,3,31,8,3,71,0,10,16,5,46,0,0,0,0,0,15,0,3,0,0,0,0,6,56,0,0,10,11,0,8,0,"Maitland (C)",0,407,9,0,0,7,6,19,66,0,0,5,4,3,43,0,23,13,0,0,0,82,254,7,4
19,42,0,4,3,41,0,0,0,3,5,0,0,0,3,5,0,0,6,3,0,0,3,10,59,0,3,54,0,6,0,"15240",0,0,0,0,0,5,3,22,3,17,9,43,0,0,11,25,0,0,8,0,7,70,0,4,0,4,11,0,0,32,15,35,13,4,0,0,11,0,11,15,32,10,0,4,0,0,0,23,146,3,0,0,0,7,0,4,3,0,0,11,0,347,0,3,0,4,3,0,0,0,157,0,17,0,0,10,0,7,0,26,0,0,17,0,0,159,24,0,0,0,0,0,261,14,11,11,8,91,0,946,20,8,0,10,10,17,16,10,37,10,9,4,3,7,100,3,5,212,0,7,41,18,52,3,3,0,0,11,12,0,0,3,0,0,0,9,21,0,5,21,15,0,8,0,"Mid-Coast (A)",0,205,19,0,0,7,0,13,132,0,3,3,3,29,75,0,49,6,3,0,0,131,118,20,10
0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,17,0,0,12,0,0,0,"15270",0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,14,0,0,0,5,9,0,0,19,0,4,0,0,0,0,4,0,0,3,3,4,0,0,0,0,0,8,61,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,3,0,0,31,9,0,0,0,0,0,50,15,0,0,0,20,0,231,6,3,0,5,0,4,3,0,0,4,0,0,3,5,20,0,3,35,0,0,8,5,5,0,0,0,0,0,0,0,3,0,0,6,0,3,4,0,3,6,3,0,8,0,"Mid-Western Regional (A)",0,50,3,0,0,0,0,0,32,0,0,5,0,3,3,0,8,0,0,0,0,30,32,6,3
0,4,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"15300",0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,9,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,6,13,0,0,0,0,0,0,3,19,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,24,3,0,0,0,3,0,90,3,0,0,0,0,10,0,0,4,3,0,0,0,0,0,0,0,7,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,3,0,0,0,"Moree Plains (A)",0,54,0,0,0,0,0,3,8,0,0,0,3,0,17,0,0,0,0,0,0,10,42,0,0
76,15,3,18,34,19,3,0,0,0,10,0,0,0,3,18,0,3,43,33,0,3,0,21,146,0,0,3,0,7,0,"15350",0,0,0,14,0,0,5,6,0,11,43,89,4,0,0,14,0,0,4,0,3,9,3,14,0,33,49,30,5,46,22,10,30,3,4,13,7,11,9,14,207,23,0,12,0,3,0,194,189,56,0,0,12,4,0,0,3,24,0,15,0,123,3,19,0,3,0,0,3,0,209,3,27,3,3,4,3,0,0,14,3,0,36,0,0,22,47,0,9,0,0,11,156,89,0,0,0,45,3,801,8,10,0,10,15,36,8,15,3,5,11,0,10,80,10,6,10,92,0,10,31,33,57,12,0,6,0,0,12,7,0,0,0,6,0,65,50,0,4,23,29,0,27,0,"Mosman (A)",3,231,76,6,5,7,0,17,160,0,5,16,0,13,49,0,13,31,19,3,0,210,102,22,0
3,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,8,0,0,0,"15520",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,7,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,4,22,3,0,0,0,0,0,0,0,0,0,3,0,38,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,6,0,0,3,0,0,22,0,0,0,0,0,0,16,3,0,0,3,5,0,90,0,0,0,0,0,7,0,0,3,0,0,0,0,5,11,0,0,10,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,"Murray River (A)",0,21,11,0,0,0,0,0,36,0,0,0,0,0,9,0,3,0,0,0,0,12,13,5,0
0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"15560",0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,31,0,0,0,3,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Murrumbidgee (A)",0,16,0,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,11,16,0,0
3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,4,19,0,0,5,3,0,0,"15650",0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,10,11,3,0,4,5,0,0,0,0,0,0,0,3,0,12,4,0,0,0,0,0,4,79,4,0,0,0,0,0,5,3,0,0,3,0,27,0,0,0,0,0,0,0,0,51,0,3,0,0,3,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,39,20,0,0,0,6,0,218,8,0,0,0,0,13,0,0,0,3,0,0,4,6,5,0,0,10,0,0,3,0,7,0,0,0,0,0,3,0,0,0,0,0,0,3,18,0,0,9,0,0,0,0,"Muswellbrook (A)",0,82,3,0,0,0,0,4,3,0,4,4,3,0,9,0,11,3,0,0,0,53,42,0,0
0,6,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,15,0,0,6,0,0,0,"15700",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,3,0,4,8,0,0,0,0,0,9,42,0,0,0,5,0,0,7,0,0,0,0,0,60,0,0,0,4,0,0,0,0,53,0,3,0,0,0,0,0,0,4,0,0,3,0,0,30,0,0,0,0,0,0,75,13,0,0,0,16,0,245,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,41,0,0,13,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,7,6,0,5,0,"Nambucca (A)",0,24,3,0,0,3,0,4,27,0,3,0,0,9,7,0,11,3,0,0,0,34,13,4,0
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"15750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,8,0,25,0,0,0,0,0,0,0,0,21,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,21,9,0,0,0,0,0,86,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,"Narrabri (A)",0,18,9,0,0,0,0,0,6,0,0,0,0,0,8,0,5,5,0,0,0,11,16,0,0
